Condition,df,mse,p_value,se,t,theta,Source,Detector,Chroma,Significant,ch_name
constant_run4,19.0,2.7074728231066623e-12,0.00010975368922599555,3.3638086929529693e-06,4.855976554782037,1.6334576147751625e-05,16,14,hbo,True,S16_D14 hbo
control,19.0,2.7074728231066623e-12,0.008791634461574672,2.378263373575928e-06,-2.9195919128884555,-6.943558512211095e-06,16,14,hbo,True,S16_D14 hbo
drift_1_run1,19.0,2.7074728231066623e-12,0.6779865898118121,0.00011376031131544248,-0.42168629771800026,-4.797116450585607e-05,16,14,hbo,False,S16_D14 hbo
drift_1_run2,19.0,2.7074728231066623e-12,0.9564967006554255,0.00012384478027058769,-0.05527473049072809,-6.845486852140174e-06,16,14,hbo,False,S16_D14 hbo
drift_1_run3,19.0,2.7074728231066623e-12,0.0002068377912307831,0.00012399548112022158,4.575019016331813,0.000567281684064226,16,14,hbo,True,S16_D14 hbo
drift_1_run4,19.0,2.7074728231066623e-12,0.0016008144473729248,0.00012910931048720455,3.6771968869039187,0.00047476035459386004,16,14,hbo,True,S16_D14 hbo
drift_2_run1,19.0,2.7074728231066623e-12,0.0027598634206052685,0.00010455723358939026,-3.4375188623837274,-0.00035941746266219046,16,14,hbo,True,S16_D14 hbo
drift_2_run2,19.0,2.7074728231066623e-12,3.6932692827475625e-05,0.0001174495309855206,-5.345887711131472,-0.0006278720043736496,16,14,hbo,True,S16_D14 hbo
drift_2_run3,19.0,2.7074728231066623e-12,1.6472011225751225e-10,0.00011765067224734537,-12.325195339983976,-0.0014500675173289633,16,14,hbo,True,S16_D14 hbo
drift_2_run4,19.0,2.7074728231066623e-12,0.07835021435780846,0.00012447818485770962,-1.8605996409794485,-0.00023160406605602794,16,14,hbo,False,S16_D14 hbo
drift_3_run1,19.0,2.7074728231066623e-12,0.04345125621737484,0.00010855202440484876,2.1635402724351787,0.00023485667645425665,16,14,hbo,True,S16_D14 hbo
drift_3_run2,19.0,2.7074728231066623e-12,0.0003307145530168701,0.00011700077874710028,-4.3683199879035035,-0.0005110968404012336,16,14,hbo,True,S16_D14 hbo
drift_3_run3,19.0,2.7074728231066623e-12,0.23019500228968776,0.00011735153347366141,1.2396596883645679,0.00014547596541506327,16,14,hbo,False,S16_D14 hbo
drift_3_run4,19.0,2.7074728231066623e-12,0.0002094000825189336,0.00012175062854080896,-4.569583551038068,-0.0005563496695086266,16,14,hbo,True,S16_D14 hbo
arith,19.0,3.575350620649961e-13,0.005522736730555952,8.640251880568967e-07,-3.129248966661149,-2.7037499268962486e-06,16,14,hbr,True,S16_D14 hbr
arith1,19.0,3.575350620649961e-13,5.502686007066336e-09,8.638160721737821e-07,-9.972383012744658,-8.614304724281636e-06,16,14,hbr,True,S16_D14 hbr
constant_run1,19.0,3.575350620649961e-13,0.19156103494230076,1.1345526787707684e-06,1.3541990623121334,1.5364101737350935e-06,16,14,hbr,False,S16_D14 hbr
constant_run2,19.0,3.575350620649961e-13,0.006650110672597023,1.2001717273552537e-06,-3.0458409399253568,-3.655532182119565e-06,16,14,hbr,True,S16_D14 hbr
constant_run3,19.0,3.575350620649961e-13,0.8192449353380791,1.1972362367078075e-06,0.23170418804757237,2.774046501275137e-07,16,14,hbr,False,S16_D14 hbr
constant_run4,19.0,3.575350620649961e-13,0.004669243372187872,1.2223865268591235e-06,3.2042729387894524,3.916860068755515e-06,16,14,hbr,True,S16_D14 hbr
control,19.0,3.575350620649961e-13,0.003364836375628478,8.642456722560076e-07,3.3498696825412315,2.895110375757865e-06,16,14,hbr,True,S16_D14 hbr
drift_1_run1,19.0,3.575350620649961e-13,0.6033727229730752,4.1339768261678794e-05,0.5283515169945358,2.1841929273260555e-05,16,14,hbr,False,S16_D14 hbr
drift_1_run2,19.0,3.575350620649961e-13,0.09066733758038678,4.500439966807338e-05,-1.7824268898722495,-8.021705213093174e-05,16,14,hbr,False,S16_D14 hbr
drift_1_run3,19.0,3.575350620649961e-13,0.00019104898053008267,4.505916339127935e-05,4.6100941199682985,0.00020772698420082775,16,14,hbr,True,S16_D14 hbr
drift_1_run4,19.0,3.575350620649961e-13,1.988980724214927e-05,4.6917496218574855e-05,5.629314893719802,0.00026411336023926595,16,14,hbr,True,S16_D14 hbr
drift_2_run1,19.0,3.575350620649961e-13,0.4716025940854147,3.7995428780800706e-05,-0.734516762215805,-2.7908279327074947e-05,16,14,hbr,False,S16_D14 hbr
drift_2_run2,19.0,3.575350620649961e-13,4.37045794938317e-08,4.2680407052694073e-05,-8.743310016951783,-0.0003731680305113996,16,14,hbr,True,S16_D14 hbr
drift_2_run3,19.0,3.575350620649961e-13,0.00030738096989216983,4.275350049851491e-05,-4.400483528770191,-0.00018813607474098298,16,14,hbr,True,S16_D14 hbr
drift_2_run4,19.0,3.575350620649961e-13,0.018621599919207286,4.523457483676555e-05,2.57312206579229,0.00011639408264921412,16,14,hbr,True,S16_D14 hbr
drift_3_run1,19.0,3.575350620649961e-13,0.0007014310605535215,3.944711016823129e-05,4.03866202936617,0.0001593135460046599,16,14,hbr,True,S16_D14 hbr
drift_3_run2,19.0,3.575350620649961e-13,2.8766369944327155e-06,4.251733336443942e-05,-6.5452315089723685,-0.00027828579001441106,16,14,hbr,True,S16_D14 hbr
drift_3_run3,19.0,3.575350620649961e-13,2.0450895049136754e-07,4.264479538476142e-05,7.893190240660657,0.0003366034827459695,16,14,hbr,True,S16_D14 hbr
drift_3_run4,19.0,3.575350620649961e-13,0.34199717404230423,4.424339834684991e-05,0.9746154120116,4.312029790860847e-05,16,14,hbr,False,S16_D14 hbr
arith,19.0,4.85042205971831e-12,4.907778788975844e-09,3.1824152691639204e-06,-10.043449149490266,-3.196242592840921e-05,18,14,hbo,True,S18_D14 hbo
arith1,19.0,4.85042205971831e-12,4.998919311820872e-10,3.181645044419726e-06,-11.54003081651673,-3.671628185982138e-05,18,14,hbo,True,S18_D14 hbo
constant_run1,19.0,4.85042205971831e-12,0.014864280227444822,4.178833925791941e-06,2.6784324697820296,1.1192724472667843e-05,18,14,hbo,True,S18_D14 hbo
constant_run2,19.0,4.85042205971831e-12,0.18511005494041424,4.4205248684285846e-06,1.3750660492420608,6.078513666406374e-06,18,14,hbo,False,S18_D14 hbo
constant_run3,19.0,4.85042205971831e-12,0.3205600422012448,4.409712741203533e-06,-1.0199596658095316,-4.497729133833989e-06,18,14,hbo,False,S18_D14 hbo
constant_run4,19.0,4.85042205971831e-12,0.0003338163516308615,4.502347387169641e-06,4.364217695797699,1.964922413971428e-05,18,14,hbo,True,S18_D14 hbo
control,19.0,4.85042205971831e-12,0.6124680112709389,3.1832273661855797e-06,0.5150359589300652,1.6394765590358156e-06,18,14,hbo,False,S18_D14 hbo
drift_1_run1,19.0,4.85042205971831e-12,0.3482268726757807,0.0001522644380721471,-0.961809938210595,-0.00014644944977384276,18,14,hbo,False,S18_D14 hbo
drift_1_run2,19.0,4.85042205971831e-12,0.35035544098235993,0.00016576216835220443,-0.9574706857617028,-0.000158712417005532,18,14,hbo,False,S18_D14 hbo
drift_1_run3,19.0,4.85042205971831e-12,0.00028068363600704526,0.00016596387648680044,4.440453075854538,0.0007369548058265557,18,14,hbo,True,S18_D14 hbo
drift_1_run4,19.0,4.85042205971831e-12,0.0009584244189855168,0.0001728085690334075,3.9019987555617663,0.0006742988213187656,18,14,hbo,True,S18_D14 hbo
drift_2_run1,19.0,4.85042205971831e-12,0.0009633809594984926,0.00013994642098615295,-3.8997403305923393,-0.0005457547020417548,18,14,hbo,True,S18_D14 hbo
drift_2_run2,19.0,4.85042205971831e-12,2.722327524105345e-05,0.00015720233735787894,-5.485066195504961,-0.0008622652264960684,18,14,hbo,True,S18_D14 hbo
drift_2_run3,19.0,4.85042205971831e-12,1.7752530648446684e-08,0.00015747155832651665,-9.264565221988153,-0.0014589055227241252,18,14,hbo,True,S18_D14 hbo
drift_2_run4,19.0,4.85042205971831e-12,0.06986624398785769,0.0001666099595758326,-1.9209929029312038,-0.0003200565499028292,18,14,hbo,False,S18_D14 hbo
drift_3_run1,19.0,4.85042205971831e-12,0.0390927852433755,0.00014529331720767368,-2.21606018635587,-0.0003219787356074999,18,14,hbo,True,S18_D14 hbo
drift_3_run2,19.0,4.85042205971831e-12,0.00227960281626519,0.00015660169723456544,-3.5218176358914404,-0.0005515226191312244,18,14,hbo,True,S18_D14 hbo
drift_3_run3,19.0,4.85042205971831e-12,0.12468074847407083,0.0001570711709088497,1.6063876723340171,0.00025231719262704567,18,14,hbo,False,S18_D14 hbo
drift_3_run4,19.0,4.85042205971831e-12,0.0026521762286014143,0.00016295921508418463,-3.455086940529867,-0.000563038255876364,18,14,hbo,True,S18_D14 hbo
arith,19.0,8.689630550396594e-13,1.929789243835354e-05,1.3470004489662574e-06,-5.6432578267479725,-7.601470826261865e-06,18,14,hbr,True,S18_D14 hbr
arith1,19.0,8.689630550396594e-13,6.121663734336424e-13,1.3466744408911051e-06,-16.97678089251138,-2.2862196916553558e-05,18,14,hbr,True,S18_D14 hbr
constant_run1,19.0,8.689630550396594e-13,0.008026971983331153,1.7687481670724847e-06,2.960871404079123,5.237035868902283e-06,18,14,hbr,True,S18_D14 hbr
constant_run2,19.0,8.689630550396594e-13,0.47321369060767093,1.8710471383592102e-06,-0.7318124677993004,-1.3692556236914726e-06,18,14,hbr,False,S18_D14 hbr
constant_run3,19.0,8.689630550396594e-13,0.007448278416336304,1.8664707587875239e-06,2.9947198581256136,5.58955704595178e-06,18,14,hbr,True,S18_D14 hbr
constant_run4,19.0,8.689630550396594e-13,0.0002463867719434672,1.9056796297715296e-06,4.49784445492631,8.571450555633899e-06,18,14,hbr,True,S18_D14 hbr
control,19.0,8.689630550396594e-13,0.00021861421787799647,1.3473441800510652e-06,4.550578512026882,6.131195474044856e-06,18,14,hbr,True,S18_D14 hbr
drift_1_run1,19.0,8.689630550396594e-13,0.433820660672136,6.444798968635563e-05,0.7996095611074153,5.153322874736205e-05,18,14,hbr,False,S18_D14 hbr
drift_1_run2,19.0,8.689630550396594e-13,0.4366350762873237,7.01610871954809e-05,-0.7946433641919971,-5.5753042364384996e-05,18,14,hbr,False,S18_D14 hbr
drift_1_run3,19.0,8.689630550396594e-13,0.10916417421514288,7.024646290068621e-05,1.6808188406406703,0.00011807157833183925,18,14,hbr,False,S18_D14 hbr
drift_1_run4,19.0,8.689630550396594e-13,4.453708637380733e-06,7.314357190548868e-05,6.333657294279898,0.0004632663177288846,18,14,hbr,True,S18_D14 hbr
drift_2_run1,19.0,8.689630550396594e-13,0.04612960054439708,5.923422179566572e-05,-2.1336047328470324,-0.0001263824159697432,18,14,hbr,True,S18_D14 hbr
drift_2_run2,19.0,8.689630550396594e-13,3.086319322412066e-07,6.653802256775845e-05,-7.674900313610287,-0.0005106726902722976,18,14,hbr,True,S18_D14 hbr
drift_2_run3,19.0,8.689630550396594e-13,0.002083641801550628,6.66519739961405e-05,-3.561380310286948,-0.00023737302783161248,18,14,hbr,True,S18_D14 hbr
drift_2_run4,19.0,8.689630550396594e-13,0.006861899576213193,7.051992633565284e-05,3.0317196063602943,0.00021379664331088239,18,14,hbr,True,S18_D14 hbr
drift_3_run1,19.0,8.689630550396594e-13,0.0009426587497218028,6.14973681803475e-05,3.9092606337084073,0.0002404092405041045,18,14,hbr,True,S18_D14 hbr
drift_3_run2,19.0,8.689630550396594e-13,5.513547076854148e-05,6.628379348470638e-05,-5.164450316950132,-0.000342319358270749,18,14,hbr,True,S18_D14 hbr
drift_3_run3,19.0,8.689630550396594e-13,2.1130998563130955e-05,6.648250458824028e-05,5.601409168893261,0.00037239571077155736,18,14,hbr,True,S18_D14 hbr
drift_3_run4,19.0,8.689630550396594e-13,0.00018910326282047622,6.897469918790765e-05,4.614618331464623,0.0003182919112797767,18,14,hbr,True,S18_D14 hbr
arith,19.0,3.788055729761545e-12,8.984259249134343e-10,2.8123881811223088e-06,-11.141207782700405,-3.13334010914945e-05,19,14,hbo,True,S19_D14 hbo
arith1,19.0,3.788055729761545e-12,0.0011940911244160833,2.8117075122641716e-06,-3.8057161137959135,-1.0700560586704778e-05,19,14,hbo,True,S19_D14 hbo
constant_run1,19.0,3.788055729761545e-12,0.32885534706501296,3.6929508407172125e-06,1.0021688303703125,3.7009602246566313e-06,19,14,hbo,False,S19_D14 hbo
constant_run2,19.0,3.788055729761545e-12,0.9594765688173812,3.906539795352346e-06,0.051484895602132014,2.0112779352928968e-07,19,14,hbo,False,S19_D14 hbo
constant_run3,19.0,3.788055729761545e-12,0.017070247808685234,3.896984820200245e-06,-2.6139179059064652,-1.0186398400567108e-05,19,14,hbo,True,S19_D14 hbo
constant_run4,19.0,3.788055729761545e-12,0.005671444354041443,3.978848612773732e-06,3.117345080791082,1.2403444150242616e-05,19,14,hbo,True,S19_D14 hbo
control,19.0,3.788055729761545e-12,0.6157205249269377,2.8131058536673626e-06,-0.5102973007377879,-1.4355203238161255e-06,19,14,hbo,False,S19_D14 hbo
drift_1_run1,19.0,3.788055729761545e-12,0.7711970223035337,0.00013456028513583626,-0.2949948649572405,-3.9694593142253795e-05,19,14,hbo,False,S19_D14 hbo
drift_1_run2,19.0,3.788055729761545e-12,0.0965849437534963,0.00014648860180758945,-1.7481151441775518,-0.0002560789432692422,19,14,hbo,False,S19_D14 hbo
drift_1_run3,19.0,3.788055729761545e-12,0.00026860123177582443,0.00014666685685157154,4.459821172685998,0.0006541079535179452,19,14,hbo,True,S19_D14 hbo
drift_1_run4,19.0,3.788055729761545e-12,0.058847595273024175,0.00015271570051066788,2.009992127247172,0.00030695735573347936,19,14,hbo,False,S19_D14 hbo
drift_2_run1,19.0,3.788055729761545e-12,0.02403068481395566,0.00012367451356378934,-2.4523404076708704,-0.0003032920070115197,19,14,hbo,True,S19_D14 hbo
drift_2_run2,19.0,3.788055729761545e-12,1.545447422644373e-06,0.00013892404297892032,-6.851058688664024,-0.0009517767717150663,19,14,hbo,True,S19_D14 hbo
drift_2_run3,19.0,3.788055729761545e-12,1.3728814096080924e-08,0.0001391619609771286,-9.416890299866488,-0.001310472920435921,19,14,hbo,True,S19_D14 hbo
drift_2_run4,19.0,3.788055729761545e-12,0.0054951230978196805,0.00014723781830378152,-3.13149371056209,-0.0004610743019751756,19,14,hbo,True,S19_D14 hbo
drift_3_run1,19.0,3.788055729761545e-12,0.8867232806721137,0.00012839971328388843,0.14437690575063328,1.8537953303196296e-05,19,14,hbo,False,S19_D14 hbo
drift_3_run2,19.0,3.788055729761545e-12,8.743357388563076e-05,0.00013839324072935767,-4.957434223983036,-0.0006860753879596407,19,14,hbo,True,S19_D14 hbo
drift_3_run3,19.0,3.788055729761545e-12,0.09657442085051854,0.00013880812756882787,-1.7481745242656765,-0.000242660832376845,19,14,hbo,False,S19_D14 hbo
drift_3_run4,19.0,3.788055729761545e-12,0.0014597740546978355,0.00014401155466682204,-3.7176592520467002,-0.0005353858886087401,19,14,hbo,True,S19_D14 hbo
arith,19.0,3.7128986853214863e-13,6.027072505901314e-05,8.804883897499881e-07,-5.124327340070394,-4.511910728210421e-06,19,14,hbr,True,S19_D14 hbr
arith1,19.0,3.7128986853214863e-13,1.3229400832942162e-05,8.802752893569209e-07,-5.818404690564387,-5.1217978725822315e-06,19,14,hbr,True,S19_D14 hbr
constant_run1,19.0,3.7128986853214863e-13,0.08327375678868763,1.1561705318614242e-06,-1.8281443951280005,-2.113646677634622e-06,19,14,hbr,False,S19_D14 hbr
constant_run2,19.0,3.7128986853214863e-13,0.8423959774118984,1.2230398907918202e-06,0.20156908035208004,2.465270260208156e-07,19,14,hbr,False,S19_D14 hbr
constant_run3,19.0,3.7128986853214863e-13,0.5298508658653988,1.2200484670821613e-06,-0.639944101266716,-7.807628197687282e-07,19,14,hbr,False,S19_D14 hbr
constant_run4,19.0,3.7128986853214863e-13,0.05474068504633256,1.2456779727761769e-06,2.0470259797984918,2.5499351727355524e-06,19,14,hbr,False,S19_D14 hbr
control,19.0,3.7128986853214863e-13,0.5780650350642229,8.807130750718094e-07,-0.5659296607151384,-4.984216517627753e-07,19,14,hbr,False,S19_D14 hbr
drift_1_run1,19.0,3.7128986853214863e-13,0.001073413976317198,4.2127459352453866e-05,3.8523831339936105,0.00016229111388739467,19,14,hbr,True,S19_D14 hbr
drift_1_run2,19.0,3.7128986853214863e-13,0.05001698215658401,4.586191692457632e-05,-2.0928523639671246,-9.598222125166344e-05,19,14,hbr,False,S19_D14 hbr
drift_1_run3,19.0,3.7128986853214863e-13,0.7352504652741503,4.591772411993225e-05,0.34315377389238033,1.575684032030393e-05,19,14,hbr,False,S19_D14 hbr
drift_1_run4,19.0,3.7128986853214863e-13,0.08626707200762354,4.781146576235439e-05,1.8092250434282764,8.650170122026518e-05,19,14,hbr,False,S19_D14 hbr
drift_2_run1,19.0,3.7128986853214863e-13,0.0012328868133495983,3.871939657257371e-05,-3.7917075893850583,-0.00014681262984063753,19,14,hbr,True,S19_D14 hbr
drift_2_run2,19.0,3.7128986853214863e-13,3.037138533138515e-06,4.349364277702746e-05,-6.518795321893845,-0.0002835261550670086,19,14,hbr,True,S19_D14 hbr
drift_2_run3,19.0,3.7128986853214863e-13,1.3595047590866509e-05,4.356812895092801e-05,-5.80569974595663,-0.00025294347518220846,19,14,hbr,True,S19_D14 hbr
drift_2_run4,19.0,3.7128986853214863e-13,0.6560399195869285,4.609647786845108e-05,-0.4524901336972849,-2.0858201433669365e-05,19,14,hbr,False,S19_D14 hbr
drift_3_run1,19.0,3.7128986853214863e-13,2.0477417366757922e-10,4.019873840764602e-05,12.168066728623458,0.0004891409313507154,19,14,hbr,True,S19_D14 hbr
drift_3_run2,19.0,3.7128986853214863e-13,6.207010298045621e-08,4.332746187030548e-05,-8.545468497176325,-0.00037025346047530385,19,14,hbr,True,S19_D14 hbr
drift_3_run3,19.0,3.7128986853214863e-13,0.047735479503842465,4.345735256166366e-05,2.1164057328899006,9.197339009772258e-05,19,14,hbr,True,S19_D14 hbr
drift_3_run4,19.0,3.7128986853214863e-13,0.8834067609110274,4.5086415426259414e-05,0.14863640031750464,6.701482492178811e-06,19,14,hbr,False,S19_D14 hbr
arith,19.0,5.158539993774745e-12,1.0817265240299193e-05,3.281938852987438e-06,5.912494957791472,1.9404446920068152e-05,18,15,hbo,True,S18_D15 hbo
arith1,19.0,5.158539993774745e-12,0.35848351258947075,3.281144541026332e-06,0.9410649351180559,3.0877700746139083e-06,18,15,hbo,False,S18_D15 hbo
constant_run1,19.0,5.158539993774745e-12,0.00039291480130746083,4.309518482432903e-06,4.292636313320753,1.8499195530618423e-05,18,15,hbo,True,S18_D15 hbo
constant_run2,19.0,5.158539993774745e-12,0.004643243688054937,4.5587678191678766e-06,-3.206763077725335,-1.4618888322429995e-05,18,15,hbo,True,S18_D15 hbo
constant_run3,19.0,5.158539993774745e-12,0.0005180104489180316,4.547617564590112e-06,-4.1714269052034805,-1.897005426350712e-05,18,15,hbo,True,S18_D15 hbo
constant_run4,19.0,5.158539993774745e-12,0.6901671517951216,4.643149171252111e-06,-0.4047702023052256,-1.8794084293810574e-06,18,15,hbo,False,S18_D15 hbo
control,19.0,5.158539993774745e-12,0.0029282912555371626,3.2827763466965725e-06,-3.411351667974906,-1.119870456589192e-05,18,15,hbo,True,S18_D15 hbo
drift_1_run1,19.0,5.158539993774745e-12,6.729650717993409e-05,0.00015702619959103128,-5.074744409121416,-0.0007968678284601694,18,15,hbo,True,S18_D15 hbo
drift_1_run2,19.0,5.158539993774745e-12,4.194368546645435e-05,0.00017094604401312745,-5.288111461460916,-0.0009039817346372215,18,15,hbo,True,S18_D15 hbo
drift_1_run3,19.0,5.158539993774745e-12,0.4976760613714002,0.00017115406016058273,-0.6914000516273414,-0.000118335926031256,18,15,hbo,False,S18_D15 hbo
drift_1_run4,19.0,5.158539993774745e-12,0.872489268982787,0.00017821280658601854,-0.16267852848134973,-2.899139713194489e-05,18,15,hbo,False,S18_D15 hbo
drift_2_run1,19.0,5.158539993774745e-12,3.5490572878000655e-07,0.00014432296150076524,7.6015566945020545,0.0010970791741665043,18,15,hbo,True,S18_D15 hbo
drift_2_run2,19.0,5.158539993774745e-12,0.2780294804415715,0.00016211852166320379,-1.1167396766208635,-0.00018104418545641864,18,15,hbo,False,S18_D15 hbo
drift_2_run3,19.0,5.158539993774745e-12,8.730554686427804e-05,0.000162396161971674,-4.958089387912441,-0.0008051746873094668,18,15,hbo,True,S18_D15 hbo
drift_2_run4,19.0,5.158539993774745e-12,0.977081526370942,0.00017182034818801224,0.029108642618783345,5.0014571100397664e-06,18,15,hbo,False,S18_D15 hbo
drift_3_run1,19.0,5.158539993774745e-12,0.11868990238268921,0.00014983707105847575,-1.6341409962059235,-0.0002448549005680753,18,15,hbo,False,S18_D15 hbo
drift_3_run2,19.0,5.158539993774745e-12,0.24469609434351905,0.00016149909773809058,-1.20050857041874,-0.00019388105094947147,18,15,hbo,False,S18_D15 hbo
drift_3_run3,19.0,5.158539993774745e-12,0.013953258236470596,0.0001619832532494777,2.707772514724452,0.00043861380099458595,18,15,hbo,True,S18_D15 hbo
drift_3_run4,19.0,5.158539993774745e-12,0.026620259567573638,0.00016805543406584703,-2.4033254058120206,-0.00040389189427521706,18,15,hbo,True,S18_D15 hbo
arith,19.0,7.808934810136517e-13,0.00019899421739425253,1.2769179234247874e-06,4.592091493080102,5.863723933520475e-06,18,15,hbr,True,S18_D15 hbr
arith1,19.0,7.808934810136517e-13,2.946003856491751e-11,1.2766088770880452e-06,-13.62576121022916,-1.739476771806049e-05,18,15,hbr,True,S18_D15 hbr
constant_run1,19.0,7.808934810136517e-13,5.921391306844202e-07,1.6767227050984992e-06,7.335993479935526,1.2300426832262449e-05,18,15,hbr,True,S18_D15 hbr
constant_run2,19.0,7.808934810136517e-13,0.9535197086790212,1.773699205799881e-06,-0.05906174192085592,-1.0475776473817969e-07,18,15,hbr,False,S18_D15 hbr
constant_run3,19.0,7.808934810136517e-13,0.5605184354971029,1.769360928775574e-06,0.5924748195596787,1.0483017970122536e-06,18,15,hbr,False,S18_D15 hbr
constant_run4,19.0,7.808934810136517e-13,0.002484108839428308,1.8065298177355963e-06,3.483962299703905,6.293881778281784e-06,18,15,hbr,True,S18_D15 hbr
control,19.0,7.808934810136517e-13,1.3639544363753719e-08,1.2772437706680947e-06,-9.420777869329717,-1.2032629848449227e-05,18,15,hbr,True,S18_D15 hbr
drift_1_run1,19.0,7.808934810136517e-13,0.08040894776535938,6.109485206360525e-05,-1.846817131113715,-0.00011283101941392429,18,15,hbr,False,S18_D15 hbr
drift_1_run2,19.0,7.808934810136517e-13,0.1091386021947025,6.651070520105163e-05,-1.6809487429752372,-0.00011180108630210431,18,15,hbr,False,S18_D15 hbr
drift_1_run3,19.0,7.808934810136517e-13,0.3526928541562764,6.659163892923661e-05,-0.9527264470108052,-6.344361555767801e-05,18,15,hbr,False,S18_D15 hbr
drift_1_run4,19.0,7.808934810136517e-13,0.015331774608257399,6.933801545582697e-05,2.664034413170772,0.0001847188593152899,18,15,hbr,True,S18_D15 hbr
drift_2_run1,19.0,7.808934810136517e-13,0.00014192180548862205,5.615234913177039e-05,4.7417146487708335,0.00026625841644100983,18,15,hbr,True,S18_D15 hbr
drift_2_run2,19.0,7.808934810136517e-13,0.008068408476641989,6.307614349439768e-05,-2.958539072876574,-0.0001866132350945451,18,15,hbr,True,S18_D15 hbr
drift_2_run3,19.0,7.808934810136517e-13,2.5672803029234814e-06,6.318416619135564e-05,-6.600777012656723,-0.0004170645917597824,18,15,hbr,True,S18_D15 hbr
drift_2_run4,19.0,7.808934810136517e-13,0.05118965085533004,6.685087444900068e-05,2.0811223340005562,0.00013912484786328245,18,15,hbr,False,S18_D15 hbr
drift_3_run1,19.0,7.808934810136517e-13,5.671085699628508e-05,5.829774721545475e-05,5.151749636644387,0.0003003353980344053,18,15,hbr,True,S18_D15 hbr
drift_3_run2,19.0,7.808934810136517e-13,4.6066632012183144e-05,6.283514159046055e-05,-5.245634121599768,-0.0003296101627624726,18,15,hbr,True,S18_D15 hbr
drift_3_run3,19.0,7.808934810136517e-13,1.408857191947984e-05,6.30235140367212e-05,5.789096684670634,0.00036484921616627584,18,15,hbr,True,S18_D15 hbr
drift_3_run4,19.0,7.808934810136517e-13,0.2774161931009282,6.538604328117689e-05,-1.1182115900079725,-7.311543142177493e-05,18,15,hbr,False,S18_D15 hbr
arith,19.0,1.0422906601617673e-11,5.7591868932207e-07,4.665105905458349e-06,7.350277388521557,3.428982245194889e-05,20,15,hbo,True,S20_D15 hbo
arith1,19.0,1.0422906601617673e-11,1.4612033485906357e-09,4.663976832192051e-06,10.818249164608815,5.0456063468616524e-05,20,15,hbo,True,S20_D15 hbo
constant_run1,19.0,1.0422906601617673e-11,0.47986904492964133,6.125757066978661e-06,-0.7206986692068871,-4.414824966056205e-06,20,15,hbo,False,S20_D15 hbo
constant_run2,19.0,1.0422906601617673e-11,0.00023863081517066983,6.480052075149049e-06,-4.5119412739208675,-2.9237614415021564e-05,20,15,hbo,True,S20_D15 hbo
constant_run3,19.0,1.0422906601617673e-11,3.5469654140398595e-05,6.464202566426258e-06,-5.364275958622331,-3.467576641874515e-05,20,15,hbo,True,S20_D15 hbo
constant_run4,19.0,1.0422906601617673e-11,0.06059682819351089,6.599995791821406e-06,-1.9949188757453027,-1.3166456184944089e-05,20,15,hbo,False,S20_D15 hbo
control,19.0,1.0422906601617673e-11,0.0003318704134717982,4.666296359340423e-06,4.366786785083684,2.0376721277251863e-05,20,15,hbo,True,S20_D15 hbo
drift_1_run1,19.0,1.0422906601617673e-11,0.13960701149856247,0.00022320460064543602,-1.541825367481649,-0.0003441425154137441,20,15,hbo,False,S20_D15 hbo
drift_1_run2,19.0,1.0422906601617673e-11,6.314233361134737e-05,0.0002429909377240418,-5.103384120328726,-0.0012400760929646613,20,15,hbo,True,S20_D15 hbo
drift_1_run3,19.0,1.0422906601617673e-11,0.3106507327952777,0.0002432866218916615,-1.041643668845928,-0.00025341796940836237,20,15,hbo,False,S20_D15 hbo
drift_1_run4,19.0,1.0422906601617673e-11,0.38106690176510105,0.0002533202639275144,0.8967645228105913,0.0002271686255992105,20,15,hbo,False,S20_D15 hbo
drift_2_run1,19.0,1.0422906601617673e-11,5.252460785839478e-07,0.0002051476063844371,7.397743200144789,0.0015176293101564493,20,15,hbo,True,S20_D15 hbo
drift_2_run2,19.0,1.0422906601617673e-11,0.5329524080069472,0.0002304430724255435,0.6350770286551881,0.0001463491017101865,20,15,hbo,False,S20_D15 hbo
drift_2_run3,19.0,1.0422906601617673e-11,0.7081575500906829,0.00023083772372791577,0.3800032001917581,8.771907374158893e-05,20,15,hbo,False,S20_D15 hbo
drift_2_run4,19.0,1.0422906601617673e-11,0.0019273501104652051,0.00024423371577449486,3.5956676955662665,0.0008781832819784645,20,15,hbo,True,S20_D15 hbo
drift_3_run1,19.0,1.0422906601617673e-11,0.10740867770600618,0.00021298562720484452,1.6897975094258053,0.00035990258239423933,20,15,hbo,False,S20_D15 hbo
drift_3_run2,19.0,1.0422906601617673e-11,0.0011645747398861435,0.00022956259343417,3.816681048401814,0.0008761671997821673,20,15,hbo,True,S20_D15 hbo
drift_3_run3,19.0,1.0422906601617673e-11,0.041246172099556715,0.00023025079538932717,2.189477240972514,0.000504128876220751,20,15,hbo,True,S20_D15 hbo
drift_3_run4,19.0,1.0422906601617673e-11,0.002328289845599746,0.0002388820855669824,3.512509825978402,0.0008390756728042391,20,15,hbo,True,S20_D15 hbo
arith,19.0,1.2617771476865803e-12,4.0191205668965166e-11,1.6231490917921895e-06,13.383185345876,2.1722905139445173e-05,20,15,hbr,True,S20_D15 hbr
arith1,19.0,1.2617771476865803e-12,0.004236872975210655,1.6227562487819987e-06,3.2475616661471896,5.2700009870452305e-06,20,15,hbr,True,S20_D15 hbr
